id;fpath;sentence;remove_start;remove_end;removed;type;original_removetype;original_removetype_cast;short_sent;cons_score;ual;la
3288;Train/aja_ee199920_osa_2_ud211.conllu;Vene noored naudivad õppimist eesti koolis ega muretse tuleviku pärast rahvuste vahelistes suhetes .;71;98;rahvuste vahelistes suhetes;free;yes;free;Vene noored naudivad õppimist eesti koolis ega muretse tuleviku pärast .;90.9;100.0;90.9
3289;Train/aja_luup200106_osa_3_ud211.conllu;KT : Sellistele , mis suudavad ja riskivad kiiresti reageerida tööjõuturu muutustele , kuid ei nõua ülisuuri kapitalimahutusi .;63;84;tööjõuturu muutustele;bound;yes;free;KT : Sellistele , mis suudavad ja riskivad kiiresti reageerida , kuid ei nõua ülisuuri kapitalimahutusi .;94.1;100.0;94.1
3290;Train/aja_ml200247_osa_1_ud211.conllu;Seevastu imetlesime järgmisel hommikul Thamesi vaadet parlamendihoone rõdul , kus ajaloolise kesklinna taustal kõrgub hiiglaslik vaateratas - Londoni silm .;82;110;ajaloolise kesklinna taustal;free;yes;free;Seevastu imetlesime järgmisel hommikul Thamesi vaadet parlamendihoone rõdul , kus kõrgub hiiglaslik vaateratas - Londoni silm .;94.1;94.1;94.1
3291;Dev/ilu_orlau_ud211.conllu;Muljet süvendasid veelgi järsu nurga all langev kõrge otsaesine , peaaegu nulliga pügatud tumedad juuksed ning teravalt esiletungiv lõug .;66;81;peaaegu nulliga;free;yes;free;Muljet süvendasid veelgi järsu nurga all langev kõrge otsaesine , pügatud tumedad juuksed ning teravalt esiletungiv lõug .;94.4;94.4;100.0
3292;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Auskultatsioonil olid inspiiriumis kuuldavad peened räginad vasaku kopsu alaosas .;60;80;vasaku kopsu alaosas;free;yes;free;Auskultatsioonil olid inspiiriumis kuuldavad peened räginad .;85.7;85.7;100.0
3293;Train/aja_ml200247_osa_5_ud211.conllu;Korraldajate sõnul on maavalitsuse saalis kell 10 algavale konverentsile oodatud kõik inimesed , kes huvitatud Viljandimaa ajaloost ja arengust .;22;72;maavalitsuse saalis kell 10 algavale konverentsile;free;yes;free;Korraldajate sõnul on oodatud kõik inimesed , kes huvitatud Viljandimaa ajaloost ja arengust .;78.6;100.0;78.6
3294;Train/aja_ee200110_osa_8_ud211.conllu;Kuidas nii , et dressides ja tossudes sisse ei saa ? !;16;37;dressides ja tossudes;bound;yes;free;Kuidas nii , et sisse ei saa ? !;88.9;88.9;100.0
3295;Train/tea_dr8047.conllu;"ω-6-rasvhapete liigse manustamise eest hoiatavad mitmed teadlased , väites , et see võib mõjutada immuunsüsteemi ( Sanders , 1988 ; Rasmussen et al. , 1994 ) , vähendada HDL-kolesterooli kontsentratsiooni ( Mattson , Grundy , 1985 ) , suurendada meestel sapikivide tekkimise riski ( Sturdevant et al. , 1973 ) .";246;253;meestel;bound;yes;free;"ω-6-rasvhapete liigse manustamise eest hoiatavad mitmed teadlased , väites , et see võib mõjutada immuunsüsteemi ( Sanders , 1988 ; Rasmussen et al. , 1994 ) , vähendada HDL-kolesterooli kontsentratsiooni ( Mattson , Grundy , 1985 ) , suurendada sapikivide tekkimise riski ( Sturdevant et al. , 1973 ) .";46.0;50.0;54.0
3296;Train/aja_pm20001004_osa_3_ud211.conllu;Küttis ütles , et Tarvastu vallavanem on kohaliku hariduselu edendamiseks oma 13 valitsemisaasta jooksul väga palju ära teinud .;74;104;oma 13 valitsemisaasta jooksul;free;yes;free;Küttis ütles , et Tarvastu vallavanem on kohaliku hariduselu edendamiseks väga palju ära teinud .;100.0;100.0;100.0
3297;Train/aja_ml200247_osa_2_ud211.conllu;Eesti presidenti Arnold Rüütlit piirasid nutikate-vaimukate küsimustega Euroopa ja Aasia andekamad noored Hiinast Venemaani välja , vastuste andmine tõi sära ka Rüütli silmadesse .;41;71;nutikate-vaimukate küsimustega;bound;yes;free;Eesti presidenti Arnold Rüütlit piirasid Euroopa ja Aasia andekamad noored Hiinast Venemaani välja , vastuste andmine tõi sära ka Rüütli silmadesse .;81.8;95.5;86.4
3298;Dev/ilu_orlau_ud211.conllu;Viimane öö metsas ei lähe mul vist kunagi meelest .;26;29;mul;free;yes;free;Viimane öö metsas ei lähe vist kunagi meelest .;100.0;100.0;100.0
3299;Train/aja_ee199920_osa_2_ud211.conllu;""" Teisisõnu , edaspidi kasvatan kümmet lehma ja toodangu müün otse tarbijatele . """;62;78;otse tarbijatele;bound;yes;free;""" Teisisõnu , edaspidi kasvatan kümmet lehma ja toodangu müün . """;50.0;50.0;83.3
3300;Train/aja_sloleht20071217_ud211.conllu;Esimesed sammud lumelaua peal - esialgu kinnitamata saabastega - teevad 100 % selgeks järele mõeldes üpris loogilisena tunduva tõsiasja - lumi on libe ja lumelaud on samuti libe .;16;29;lumelaua peal;bound;yes;free;Esimesed sammud - esialgu kinnitamata saabastega - teevad 100 % selgeks järele mõeldes üpris loogilisena tunduva tõsiasja - lumi on libe ja lumelaud on samuti libe .;;;
3301;Train/aja_luup200106_osa_5_ud211.conllu;Londonile selline käitumine mõistagi ei meeldinud , kuid saareke asus territoriaalvetest väljaspool ja see muutis asja Briti valitsusele märksa ebamugavamaks .;119;136;Briti valitsusele;bound;yes;free;Londonile selline käitumine mõistagi ei meeldinud , kuid saareke asus territoriaalvetest väljaspool ja see muutis asja märksa ebamugavamaks .;94.7;94.7;100.0
3302;Train/aja_ee200110_osa_7_ud211.conllu;See on Linda , kes kardab iga päev , et talle ei tulda järele .;26;34;iga päev;free;yes;free;See on Linda , kes kardab , et talle ei tulda järele .;100.0;100.0;100.0
3303;Dev/aja_luup200009_ud211.conllu;KUSA aktsiaturult saabuvad uudised meenutavad vägisi “ ameerika mägede ” atraktsiooni lõbustuspargis .;0;17;KUSA aktsiaturult;free;yes;free;saabuvad uudised meenutavad vägisi “ ameerika mägede ” atraktsiooni lõbustuspargis .;81.8;81.8;81.8
3304;Train/tea_dr8047.conllu;ω-3- ja ω6-rasvhapped on keemiliselt koostiselt polüküllastumata ühe-aluselised karboksüülhapped .;25;47;keemiliselt koostiselt;free;yes;free;ω-3- ja ω6-rasvhapped on polüküllastumata ühe-aluselised karboksüülhapped .;0.0;0.0;25.0
3305;Dev/aja_ml200247_osa6_ud211.conllu;Lähed , ütleme , pärast tööd hetkeks baarist läbi , et nelja sentiliitriga väheke stressi maandada , aga ärkad kusagil kummalises kohas alles siis , kui järgmine tööpäev juba koidab .;15;28;, pärast tööd;bound;yes;free;Lähed , ütleme hetkeks baarist läbi , et nelja sentiliitriga väheke stressi maandada , aga ärkad kusagil kummalises kohas alles siis , kui järgmine tööpäev juba koidab .;78.6;78.6;96.4
3306;Train/aja_ml200247_osa_1_ud211.conllu;Lordkantsler teatas kohtumisel , et peab tulema oma silmaga Eestit vaatama .;48;59;oma silmaga;free;yes;free;Lordkantsler teatas kohtumisel , et peab tulema Eestit vaatama .;100.0;100.0;100.0
3307;Train/ilu_kivirahk_ud211.conllu;Eks see siis tähendab , et minu jaoks halb !;27;37;minu jaoks;bound;yes;free;Eks see siis tähendab , et halb !;100.0;100.0;100.0
3308;Train/aja_luup200106_osa_5_ud211.conllu;Välismaalasi on aga põhjanaabrite juures alati vähe olnud , seepärast pole soomlaste veri ka segunenud .;20;40;põhjanaabrite juures;bound;yes;free;Välismaalasi on aga alati vähe olnud , seepärast pole soomlaste veri ka segunenud .;100.0;100.0;100.0
3309;Train/aja_ml200247_osa_3_ud211.conllu;Metsanduse arengukavaga hakati tegelema eelmise sajandi lõpus , valmis saadi sellega möödunud nädalal .;40;61;eelmise sajandi lõpus;bound;yes;free;Metsanduse arengukavaga hakati tegelema , valmis saadi sellega möödunud nädalal .;90.9;100.0;90.9
3310;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Kuid mosaiikse vormi puhul nagu meie patsiendil esineb X-monosoomiaga rakuliini kõrval ka normaalne kahe X-kromosoomiga rakuliin .;55;86;X-monosoomiaga rakuliini kõrval;free;yes;free;Kuid mosaiikse vormi puhul nagu meie patsiendil esineb ka normaalne kahe X-kromosoomiga rakuliin .;92.9;92.9;100.0
3311;Train/ilu_kanep_ud211.conllu;Viimased hilbud maandusid põrandale .;26;35;põrandale;bound;yes;free;Viimased hilbud maandusid .;100.0;100.0;100.0
3312;Train/arborest_ud211.conllu;Tugev tuul liigutas palli tee pealt mööda vagu kraavi poole .;36;46;mööda vagu;free;yes;free;Tugev tuul liigutas palli tee pealt kraavi poole .;100.0;100.0;100.0
3313;Train/aja_horisont2000_osa_3_ud211.conllu;Tööstusliku kasvu eelse ajaga võrreldes on maakera keskmine temperatuur kasvanud 0,6 kraadi .;81;91;0,6 kraadi;free;yes;free;Tööstusliku kasvu eelse ajaga võrreldes on maakera keskmine temperatuur kasvanud .;90.9;90.9;90.9
3314;Train/aja_horisont2000_osa_2_ud211.conllu;1995. aastal pälvis ta ühena “ Eesti keele grammatika ” autoritest Eesti Vabariigi teaduspreemia .;23;66;ühena “ Eesti keele grammatika ” autoritest;free;yes;free;1995. aastal pälvis ta Eesti Vabariigi teaduspreemia .;100.0;100.0;100.0
3315;Train/aja_pm20001004_osa_2_ud211.conllu;Rootsi-Vene sõja ajal ( 1656-1661 ) , kui ülikoolis katkes õppetöö , olid ülikooli trükikoja seadmed ja raamatud sissemüürituna peidus Maarja kirikus altari läheduses .;135;166;Maarja kirikus altari läheduses;bound;yes;free;Rootsi-Vene sõja ajal ( 1656-1661 ) , kui ülikoolis katkes õppetöö , olid ülikooli trükikoja seadmed ja raamatud sissemüürituna peidus .;19.0;28.6;28.6
3316;Dev/ilu_orlau_ud211.conllu;Jälgisin teda üksisilmi ning mind läbisid kummalised tunded — tunded , mis mulle kunagi varem ühtegi temataolist meesolevust nähes mõttessegi pole tulnud , kuid mis sel hetkel näisid täiesti loomulikena .;131;141;mõttessegi;bound;yes;free;Jälgisin teda üksisilmi ning mind läbisid kummalised tunded — tunded , mis mulle kunagi varem ühtegi temataolist meesolevust nähes pole tulnud , kuid mis sel hetkel näisid täiesti loomulikena .;93.3;96.7;96.7
3317;Train/aja_luup200106_osa_3_ud211.conllu;Toimub võrgustumine , ülikool arendab enda juures välja tugevaid valdkondi ja teisi distsipliine õpetab koostöös lepingupartneritega .;38;49;enda juures;free;yes;free;Toimub võrgustumine , ülikool arendab välja tugevaid valdkondi ja teisi distsipliine õpetab koostöös lepingupartneritega .;100.0;100.0;100.0
3318;Train/aja_sloleht20071217_ud211.conllu;Seetõttu ongi Castronova koos kolleegidega nüüd keskendunud Arden II loomisele .;25;42;koos kolleegidega;free;yes;free;Seetõttu ongi Castronova nüüd keskendunud Arden II loomisele .;88.9;100.0;88.9
3319;Train/tea_geofyysika.conllu;Autor tänab Jüri Pladot ja teisi Tartu Ülikooli geoloogia instituudi õppejõude kasulike märkuste ja soovituste eest , mida antud tekstis on arvestatud .;79;150;kasulike märkuste ja soovituste eest , mida antud tekstis on arvestatud;free;yes;free;Autor tänab Jüri Pladot ja teisi Tartu Ülikooli geoloogia instituudi õppejõude .;91.7;91.7;100.0
3320;Train/ilu_kivirahk_ud211.conllu;Kui võimas värav oli tema selja taga kinni kõmatanud ning Tõnu juba mõnisada meetrit kadakate vahel edasi astunud - tuul oli merelt , seega selja tagant , ning samm tänu sellele pikk ja kerge - vaatas ta veel korra tagasi .;85;99;kadakate vahel;free;yes;free;Kui võimas värav oli tema selja taga kinni kõmatanud ning Tõnu juba mõnisada meetrit edasi astunud - tuul oli merelt , seega selja tagant , ning samm tänu sellele pikk ja kerge - vaatas ta veel korra tagasi .;92.3;92.3;100.0
3321;Train/aja_luup200106_osa_5_ud211.conllu;Tõenäoliselt on tulevikus võimalik ka nendega õppimis- ja õpetamisprotsessi jagada .;16;25;tulevikus;bound;yes;free;Tõenäoliselt on võimalik ka nendega õppimis- ja õpetamisprotsessi jagada .;80.0;90.0;90.0
3322;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Teises riigis ajutiselt viibiva Eesti Haigekassa kindlustatu arstiabi eest hakkab vastavalt ravi osutanud riigi tegelikele kuludele maksma Eesti Haigekassa .;82;131;vastavalt ravi osutanud riigi tegelikele kuludele;free;yes;free;Teises riigis ajutiselt viibiva Eesti Haigekassa kindlustatu arstiabi eest hakkab maksma Eesti Haigekassa .;85.7;85.7;100.0
3323;Train/aja_ee200110_osa_2_ud211.conllu;Viimane pingutav etteaste keskmaadistantsil pärineb juulikuust , kui ma jooksin kesklinna kõrvetavas lõõsas Narva maanteelt Mere puiesteele notarile mingit allkirja andma .;140;148;notarile;bound;yes;free;Viimane pingutav etteaste keskmaadistantsil pärineb juulikuust , kui ma jooksin kesklinna kõrvetavas lõõsas Narva maanteelt Mere puiesteele mingit allkirja andma .;100.0;100.0;100.0
3324;Train/tea_AA_05_6_ud211.conllu;Tehnika ei paku uusi lahendusi , vaid laiendab analüüsimisel ajalist akent , mille sisse mahtuvat spetsialist suurte andmemahtude tõttu enam haarata ei suudaks .;47;60;analüüsimisel;bound;yes;free;Tehnika ei paku uusi lahendusi , vaid laiendab ajalist akent , mille sisse mahtuvat spetsialist suurte andmemahtude tõttu enam haarata ei suudaks .;87.0;87.0;95.7
3325;Train/aja_ml200247_osa_3_ud211.conllu;Samal ajal mõnes teises pealinnas , näiteks Kopenhaagenis või Washingtonis , oldi vägagi entusiastlikult meelestatud NATO laienemise poolt .;117;138;NATO laienemise poolt;free;yes;free;Samal ajal mõnes teises pealinnas , näiteks Kopenhaagenis või Washingtonis , oldi vägagi entusiastlikult meelestatud .;87.5;100.0;87.5
3326;Train/aja_ee200110_osa_4_ud211.conllu;Ken ja Tolk kostitasid külalisi leiva ja leige viinaga .;32;54;leiva ja leige viinaga;free;yes;free;Ken ja Tolk kostitasid külalisi .;100.0;100.0;100.0
3327;Train/tea_AA_05_6_ud211.conllu;Tiigrihüppe Sihtasutus on aastaid toetanud multimeedia-õpitarkvara loomist ja hankimist Eesti koolidele , kokku on ajavahemikus 1997-2005 jõudnud koolidesse üle 100 nimetuse ainealast õpitarkvara .;115;137;ajavahemikus 1997-2005;free;yes;free;Tiigrihüppe Sihtasutus on aastaid toetanud multimeedia-õpitarkvara loomist ja hankimist Eesti koolidele , kokku on jõudnud koolidesse üle 100 nimetuse ainealast õpitarkvara .;95.5;95.5;100.0
3328;Train/aja_ee200110_osa_5_ud211.conllu;Parki isa oli arhitektuurifotograaf , kes kord ehitas ise autosuvila , et perega puhkusele sõita .;74;80;perega;bound;yes;free;Parki isa oli arhitektuurifotograaf , kes kord ehitas ise autosuvila , et puhkusele sõita .;93.3;100.0;93.3
3329;Train/aja_ee199920_osa_2_ud211.conllu;Mõni aeg tagasi testis endisest rallisõitjast maavanem üht autot ja juhtis tähelepanu asjaolule , et kiirel sõidul talvisel külateel võib selle ABS nõuda harjumist .;115;132;talvisel külateel;bound;yes;free;Mõni aeg tagasi testis endisest rallisõitjast maavanem üht autot ja juhtis tähelepanu asjaolule , et kiirel sõidul võib selle ABS nõuda harjumist .;95.7;100.0;95.7
3330;Train/aja_pm20001004_osa_1_ud211.conllu;Poolfinaalis läks vaja kolme geimi , et alistada Sven Kavald - Andres Aru .;0;12;Poolfinaalis;free;yes;free;läks vaja kolme geimi , et alistada Sven Kavald - Andres Aru .;100.0;100.0;100.0
3331;Train/aja_ee199920_osa_2_ud211.conllu;Ivo ise otsustas eriüksusest ära tulla aasta eest .;17;28;eriüksusest;free;yes;free;Ivo ise otsustas ära tulla aasta eest .;87.5;87.5;100.0
3332;Train/aja_pm20000218_osa_5_ud211.conllu;Samas rõhutasid Läti esindajad , et lisaks natsidele ja natside poolel võidelnutele tuleks pöörata tõsist tähelepanu ka Nõukogude Liidu käsilaste korda saadetud kuritegudele .;120;145;Nõukogude Liidu käsilaste;bound;yes;free;Samas rõhutasid Läti esindajad , et lisaks natsidele ja natside poolel võidelnutele tuleks pöörata tõsist tähelepanu ka korda saadetud kuritegudele .;66.7;71.4;81.0
3333;Train/ilu_kanep_ud211.conllu;Varsti istume käsikäes diivanil .;23;31;diivanil;free;yes;free;Varsti istume käsikäes .;100.0;100.0;100.0
3334;Train/aja_luup200106_osa_5_ud211.conllu;Juba siis , suurriigiks kujunemise alguspäevadel , mõeldi Stockholmis , kuidas Venemaa transiidist kasu lõigata .;58;69;Stockholmis;free;yes;free;Juba siis , suurriigiks kujunemise alguspäevadel , mõeldi , kuidas Venemaa transiidist kasu lõigata .;100.0;100.0;100.0
3335;Train/ilu_kanep_ud211.conllu;Pakkusin Osiliusele välja , et alguses magan mina voodis ja tema autos , pärast aga vastupidi .;9;19;Osiliusele;free;yes;free;Pakkusin välja , et alguses magan mina voodis ja tema autos , pärast aga vastupidi .;75.0;81.2;81.2
3336;Train/aja_luup200106_osa_3_ud211.conllu;Endised kommunistid säilitasid eliidi seas oma juhtpositsioonid - nii 1994. kui 1997. aastal moodustasid nad üle poole kogu eliidist .;31;42;eliidi seas;free;yes;free;Endised kommunistid säilitasid oma juhtpositsioonid - nii 1994. kui 1997. aastal moodustasid nad üle poole kogu eliidist .;94.4;100.0;94.4
3337;Train/aja_ee200110_osa_10_ud211.conllu;Aga me oleme sellest nüüd juba nii kaugel - ja hetkel nii lähedal Vaarandi luulele - , et näha : verd , mis kätkeb endas nii kuritööd kui ka armuandi , ja luulet , mis lunastab ja teeb targaks .;115;120;endas;free;yes;free;Aga me oleme sellest nüüd juba nii kaugel - ja hetkel nii lähedal Vaarandi luulele - , et näha : verd , mis kätkeb nii kuritööd kui ka armuandi , ja luulet , mis lunastab ja teeb targaks .;92.3;92.3;100.0
3338;Train/aja_ee200110_osa_9_ud211.conllu;Seega jäid vaatluse alt välja mitme silmapaistva tõlketeose kordustrükid , samuti valitud ja kogutud luuletuste kogud .;11;23;vaatluse alt;free;yes;free;Seega jäid välja mitme silmapaistva tõlketeose kordustrükid , samuti valitud ja kogutud luuletuste kogud .;100.0;100.0;100.0
3339;Train/ilu_maailm_ud211.conllu;Õhtul kella üheksa paiku algas lumesadu .;0;24;Õhtul kella üheksa paiku;free;yes;free;algas lumesadu .;100.0;100.0;100.0
3340;Train/aja_sloleht20071217_ud211.conllu;"Sama oluliseks peab Karuks nooruses tollase Tallinna 2. keskkooli , praeguse reaalkooli osa . """;27;35;nooruses;free;yes;free;"Sama oluliseks peab Karuks tollase Tallinna 2. keskkooli , praeguse reaalkooli osa . """;42.9;50.0;64.3
3341;Train/aja_luup200202_osa_3_ud211.conllu;Põhjus oli lihtne - neis toodetavat kaupa polnud kellelegi vaja .;49;58;kellelegi;free;yes;free;Põhjus oli lihtne - neis toodetavat kaupa polnud vaja .;100.0;100.0;100.0
3342;Train/tea_toohoive.conllu;1997.-2000. aasta andmeid ühendava valimi puhul seati mudel ühtsele kujule kõigi vaadeldavate aastate lõikes , nii et ühtsest kujust eemaldati muutujad , mis ühegi aasta andmete baasil koostatud mudeli puhul ei osutunud statistiliselt oluliseks nivool 0,15 .;75;108;kõigi vaadeldavate aastate lõikes;free;yes;free;1997.-2000. aasta andmeid ühendava valimi puhul seati mudel ühtsele kujule , nii et ühtsest kujust eemaldati muutujad , mis ühegi aasta andmete baasil koostatud mudeli puhul ei osutunud statistiliselt oluliseks nivool 0,15 .;0.0;21.2;6.1
3343;Train/ilu_valton_ud211.conllu;Lehmal sündis vasikas , igavene suur , aga lehm ei kaagutanud , ainult inises .;0;6;Lehmal;bound;yes;free;sündis vasikas , igavene suur , aga lehm ei kaagutanud , ainult inises .;92.9;92.9;100.0
